"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"Brood Year","0.1","0.2","0.3","0.4","0.5","1.1","1.2","1.3","1.4","1.5","2.1","2.2","2.3","2.4","3.1","3.2","3.3","3.4","Escapement","Recruits","R/S"
"1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA
"1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"15612.098071971","0",NA,NA,NA
"1957",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"706515.782617949","0",NA,"89605.8656558314","77749.253513625","0",NA,NA,NA
"1958",NA,NA,NA,"0","0",NA,NA,"62982.4174894183","88.3046712795609","0",NA,"1064195.56658017","290239.284113091","0","0","28636.9320919308","1945.99468763143","0",NA,NA,NA
"1959",NA,NA,"0","0","0",NA,"50461.3757551481","155084.844135","782.408292686259","0","2486.66695484511","1246563.36415206","635809.187730824","129.529710539125","0","10515.0249304562","20303.7444967201","0",NA,NA,NA
"1960",NA,"0","0","0","0","0","213842.155925381","340500.308659228","1.82159936939627e-09","0","397.259212380807","4134127.5327971","2347788.88831239","0","0","43856.6290291623","38323.9503664816","0",NA,NA,NA
"1961","0","2.77221554954786e-05","6.45671792388145e-09","0","0","0","47269.2127993653","104163.889264195","1.5979560181261e-09","0","6.3796535382306e-09","383656.348945277","916276.145930265","8.06704364331525e-10","0","27631.832601467","8495.78532913576","0",NA,NA,NA
"1962","0","0","1.82335408274837e-09","0","0","6.3796535382306e-09","3547.20084853706","19755.1117753925","1.21005654602462e-09","0","404.820397896867","716891.189438435","309636.987032047","0","0","27596.2143070436","15424.9166957891","0",NA,NA,NA
"1963","0","0","1024.70891009579","0","0","0","2667.33665751979","85596.9672014015","2.00929890151255e-09","0","2263.72482183759","513647.200688717","298366.852208758","0","0","82830.8966920951","7474.64784121719","0","997602","993872.335021644","0.996261369786392"
"1964","0","0","1.61597304232158e-09","0","0","228.794500922907","61057.6685245574","36450.1269067563","0","0","5946.09094094016","1534886.7928236","222304.18945327","0","0","72732.3547754","4276.18939741307","0","849576","1937882.20732286","2.28099923646955"
"1965","0","0","0","0","0","8.04382106022804e-10","24283.8692846673","10867.3518527134","1593.69179001061","0","24472.0456513048","1485853.91560223","811265.610024783","1013.29435110355","0","6338.10835351693","22797.360151992","0","1444608","2388485.24706232","1.65337949607251"
"1966","0","2.06159566720295e-09","177.389553657117","1.65861391857113e-09","0","0","145853.767287498","550527.837809223","1040.35872716327","0","105.296467375146","563055.124601477","781194.330667739","0","0","9642.39163612458","6674.50025970057","0","804246","2058270.99700996","2.55925549770836"
"1967","0","0","1900.88110822245","1.93684322424365e-09","0","0","56673.2733820222","188696.431887962","3.44374110697667e-09","0","469.584662191999","748745.138068215","630902.243306623","1832.661162646","0","668.725277305092","1542.1728194185","0","636864","1631431.11167461","2.56166326197526"
"1968","0","1.65091197863957e-09","1006.2711892986","0","0","0","20399.370710824","46666.2257564225","1.38737103007312e-09","0","0","90534.2234611752","200828.181241228","8546.22281257052","0","9.25191688525827e-10","9075.58356859796","0","338654","377056.07874012","1.1133962059805"
"1969","0","0","3.22624084618139e-09","0","0","2.17534631317822e-07","8738.09020164235","103338.321305227","0","0","3357.56620665182","1090569.10541037","1178714.93914402","3.69015662746924e-08","0","371009.685610385","1.29415993008438e-06","0","1015554","2755727.70787984","2.71352159302198"
"1970","0","0","0","0","0","3.44384382142343e-09","106126.789447892","81044.9503667801","0","0","1.38746534103707e-09","565759.842344481","1.1215028064301e-06","0","0","415534.034103902","34118.7416508814","0","919734","1202584.35791506","1.30753495892841"
"1971","0","0","0","0","0","1.38746534103707e-09","21238.0811683445","1.67021431998158e-07","0","0","3281.67884831183","1289361.41407833","1266964.97805026","8.162501439235e-09","0","55646.3766605822","64037.1991215939","146.699891571861","634014","2700676.42781917","4.25964793808838"
"1972","0","0","4.25238615252408e-08","0","0","2.40288545659659e-09","8.60229626853171e-08","72017.7825254225","186.400444197098","0","3.9991706197645e-08","1532499.67750337","1234294.4516882","0","0","56930.3995471188","13973.3282113637","0","546402","2909902.03991984","5.32556989161797"
"1973","0","6.24690562369673e-08","2.28409670573505e-09","1.48409117067142e-09","0","0","35038.0514969548","75610.92360019","3.7049339790373e-09","0","438.287445848787","585164.945693657","724245.700117893","0","0","23869.1986368291","7319.10469383403","0","328842","1451686.21168528","4.41454014902378"
"1974","0","1443.11383902978","1.44944356258867e-09","0","0","0","49637.8861743482","88787.3628684281","2.58723415516163e-05","0","12430.2677841938","1666318.81278854","561289.69555439","0","0","58938.98633319","2462.32414573648","0","1275630","2441308.44951373","1.91380607975176"
"1975","0","0","0","0","0","0","55085.4064913055","151116.007140682","0","0","7278.98794096047","2234183.05779519","580804.416617557","1089.65599169702","5.76968158365017e-09","8920.97610387471","1690.2593760851","0","1173840","3040168.76745736","2.58993454598357"
"1976","0","147.672890090222","3.01159561016607e-06","0","0","3.6847252391334e-09","381107.074036953","452344.430146035","586.068050957991","0","53443.0014478203","2772401.05416945","820445.389508997","4.44735560386968e-09","0","0","4.44744882910981e-09","0","509160","4480474.69025333","8.79973817710215"
"1977","0","2.88469176853312e-08","2.77711370719263e-09","0","0","2322.47947198324","823006.34004229","1935491.15002476","11696.3413111042","0","1845.6220134943","628139.000824013","698974.783932973","0","0","58420.3828201536","7713.93966606405","0","692514","4167610.04010687","6.01808777888515"
"1978","0","0","1.01808331192065e-08","0","0","0","387998.123655552","422634.677995225","859.613493686518","0","6740.84741303865","6590350.2315994","2484584.88846867","3.92085572175452e-09","0","13141.2240470647","8592.79119707635","0","895698","9914902.39786974","11.0694702878311"
"1979","0","0","4.44744882910981e-09","6464.60060398413","0","2849.18178314747","657109.966080765","219730.835599905","3.92085572175452e-09","0","2251.36580569826","1973576.03352205","1176188.83574639","1570.46002135397","0","3.92377545374332e-09","0","0","1032042","4039741.27916331","3.91431868001817"
"1980","0","0","23353.2719200404","0","0","4869.71121622341","706929.194513017","2450118.34732742","4963.21046043584","0","22071.5574295589","4056129.29245678","948854.162341329","2.48806146532473e-09","363.347519957434","4766.06566327571","0","0","1060860","8222418.16084804","7.75070995310224"
"1981","0","0","3.92480236971083e-09","0","0","0","593439.336698787","432085.826268265","3247.1250334616","0","45078.0150934052","2883765.6916511","1470066.35522802","3.27900019802924e-09","0","6290.02737236589","7613.49742614421","0","694680","5441585.87477155","7.83322662919841"
"1982","0","0","896.933636128239","2.48806146532473e-09","0","1756.18974199461","1215619.20920408","1929108.55719637","6501.05954303463","0.000114609060346756","11565.195699716","1689006.95305748","1557303.2419347","4.42223909053514e-09","0","22289.9608311123","1027.90877844224","0","1034628","6435075.20973767","6.21969945694266"
"1983","0","0","2.48576158004505e-09","2.55161569810346","0","2413.37642764018","1279753.33388307","2553114.46233311","6397.3448609752","0","7273.00869965581","3484607.88307377","3439216.6486598","16751.740061726","0","13729.3222799437","8372.9010318328","0","792282","10811632.5729272","13.6461923569224"
"1984","0","2.48407928896819e-09","1314.37297568597","4.42223909053514e-09","0","484.08325696837","398395.698490898","637987.579001357","5627.43918805922","0","85549.4640201912","5245773.72787418","5130350.33121676","8675.30453627574","1895.13948093012","213206.33287632","37096.6784966189","0","1165345","11766356.1514142","10.0968864597302"
"1985","2.47291335486948e-09","437.409441720984","143.680697333793","0","0","434.777004877546","425954.881389059","781317.551974892","2769.18963203962","0","33924.7866813519","4020182.86056915","1102467.0081613","4.58349809849968e-09","0","4118.73343716697","10931.9693709512","0","1095192","6382682.84835985","5.82791222759101"
"1986","0","4.42274392134691e-09","2034.80014904503","3.85527560486302e-09","0","1408.97250800187","2415527.11158373","3246243.1863537","68372.9438783244","0","10806.6344763956","4062145.44830156","4210470.4769184","56070.4398252779","0","95077.4894715773","38976.0291095114","0","1152180","14207133.5325755","12.330654526702"
"1987","0","1249.52314308957","2368.24470376159","4.58349809849968e-09","0","4.6849870648238e-09","699118.622713006","4224764.3198417","134446.605866714","0","69292.0860577992","8870956.78766811","11458635.4830289","44043.8780110238","5631.41611790403","154845.923740518","66090.210099781","0","1273553","25731443.1009924","20.204454075325"
"1988","0","3.85457107039341e-09","2318.39341444498","0","0","1175.82513345731","296195.231657617","1049593.95412407","5736.63360333349","0","106273.639441212","11121318.3761393","6458564.46000748","3860.79366110212","0","257263.589975468","162840.940045053","0","1612745","19465141.8372025","12.0695719640753"
"1989","0","4.57111688792456e-09","5.10630456483594e-09","4.92815422736291e-09","0","0","199211.883823385","251240.483423863","4115.28109650475","0","37449.1652156503","5179386.21914642","4242640.52504539","435.983434679026","2127.550880237","189470.881551753","28405.3335704703","0","1611566","10134483.3071884","6.28859339747077"
"1990","0","0","7.3924145889256e-09","6.00011721614948e-09","0","5.1052762792867e-09","393971.17983723","729603.397874664","5081.91515712843","0","73045.6067646731","8809854.6504351","5980914.37495549","32457.5450347705","2909.72803235142","13130.0753043045","19349.886081608","0","2191582","16060318.3594773","7.32818500949421"
"1991","0","4437.38210470837","741.722269616965","312.360153000869","0","1450.21363834284","1208928.89659698","2874740.51729011","25215.0563763987","0","18657.0438169981","3223466.05149961","2573855.01220895","135.817716266584","0","9062.1179446729","7960.13189924405","0","2786925","9948962.32351489","3.56987085175055"
"1992","955.073498017671","1242.5107387753","10943.3389728656","1620.28441351974","0","63.1647496854004","239876.584152459","531796.340706028","2780.6605942448","0","38890.8738274181","4580342.54383062","3190111.53283995","9411.44106948318","2397.2549131397","38919.2617003516","19295.8078035045","0","1945632","8668646.67381006","4.45544001836424"
"1993","0","0","0.00292806798246104","0","0","3.21359993847129e-09","117628.642903402","329344.10391587","1.38862724300899","0","30535.0373633574","800145.243182579","653288.021947111","0","0","1217.83436659715","3873.71854851489","0","1517000","1936033.99378275","1.27622544085876"
"1994","0","131.171809030848","1.52389655318182e-09","0","0","7731.61327614933","249363.128415902","493716.326715755","2.53891288215574","4.35174772764549e-09","67291.0248553182","3805468.74727158","3299275.74998658","21866.7058078661","0","26806.4279155927","7825.47923299765","0","1897977","7979478.91419966","4.20420211319719"
"1995","0","0","0","0.423152146323219","0","3546.44628190767","1495268.13582122","2696123.58303612","18707.3849906365","0","3043.05999239065","1726750.27502771","1539472.47498478","13866.2393015284","0","11312.0012296354","14790.9322080671","0","1266692","7522880.95602616","5.93899776427589"
"1996","0","0","0","0","0","363.424524889434","412382.557954044","1386366.08215562","21943.9358235991","1.51676795187379e-09","3483.7714829004","542540.181669639","1749165.38584548","3087.50572657756","2445.90011229043","30409.311589648","9139.55851203301","0.213013751948912","1076460","4161327.82841048","3.86575239991312"
"1997","0","0","1.97596185893686","0","0","0","17162.1261780294","177854.741528293","15.5161910794426","0","18742.2858746211","3493430.96881301","2069386.09230245","2145.15262361295","9875.85862991541","233786.720470809","40651.235908511","0","1104004","6063052.67448219","5.4918756403801"
"1998","0","0","0","0","0","1.58076948838586","20334.5866728331","76433.6324749365","3.03082956597851","0","12649.3265510701","490761.355957571","654085.904384866","954.206716835473","89.1577360422263","15139.0216538563","56.0160154707099","0","1110938","1270507.81976254","1.14363521615296"
"1999","0","0.386150112917131","0","0","0","0","162299.801201633","395979.776102227","207.316354514569","0","171813.94896998","9206993.6917785","3035602.31866861","2034.5030310792","0","18602.3165220426","10953.7121919431","0","1728397","13004487.7709706","7.52401662984294"
"2000","0","0","0.473035365386982","0","0","542.222232157931","1302461.97760485","2432554.43428977","33426.0203414768","0","25104.6907608365","3546271.31298221","4647480.75583796","23089.7187714509","0","18902.4396946394","8123.57003110408","0","1032138","12037957.6155818","11.6631280076713"
"2001","0","0","0.524640857122555","1765.23586679466","0","0","292655.805574131","797157.916885736","458.718141125057","3.32356860263961e-09","47658.7306920056","1585956.61028939","2059102.14848678","3.32068833522596e-09","0","919.503272781277","504.585603975056","0","968872","4786179.77945358","4.93995056050085"
"2002","0","0","246.447729882039","0","0","27641.4097930203","1450971.28166601","2203107.66731632","1519.98037221004","0","45866.3992286875","1050682.28676067","511461.78176445","4.43860439106627e-08","0","561.757889960665","0","0","1036092","5292059.01252126","5.10771148944424"
"2003","0","0","0","3.32068833522596e-09","0","19080.6144213365","1984955.74038946","2551653.84329518","18806.4585542119","0","41158.6916349411","1926408.78969996","2245895.78168719","5191.34149546036","0","4979.08164040018","2021.76701225957","0","1152120","8800152.10983039","7.63822528020553"
"2004","0","0","3.32211529023531e-09","0","0","23434.3713561369","2788977.91750252","3459265.92735207","4.69103838556098e-09","0","39814.8880778667","6022979.23881917","1767627.19960324","375.097890835337","2270.42579910682","26666.7493505278","7407.85759480064","0","1290144","14138819.6733463","10.9591019865583"
"2005","0","0","0","3.12735892336682e-09","0","4348.7076262564","470725.912920338","202329.242340627","19.3586781717316","0","36928.6230911097","2866201.43686753","2550952.98487324","6189.8227906778","739.501153505976","33876.2193466646","12705.7668266829","0","1621734","6185017.57651481","3.81382987377388"
"2006","0","0","3.12528008365672e-09","2.57176318648881e-09","0","7819.50035493107","144943.023788434","253935.80865245","1719.30040318524","3.6773711044898e-07","121161.372517706","1632027.24427534","1369944.71907396","1.45251867670414e-08","317.090178031256","29945.3469691954","11549.8374778717","0","1465158","3573363.24369149","2.43889276357328"
"2007","0","0","2.57111953659633e-09","2.86979273170732e-09","0","8768.60212613613","53088.1178603434","429303.381286117","13.7778563343862","0","71868.1472562349","3376161.28927992","2456691.07323318","4008.76037925991","2174.18322250818","21914.6800392486","16143.5101090254","0","1432500","6440135.52264831","4.49573160394297"
"2008","0","0","1041.10567089163","1.86752401260077e-08","0","317.09017605065","630133.091348166","1090636.51110288","16.0507531407869","0","58244.3666158507","1104563.44686744","943044.146816181","0","1581.37325645365","483.296305883082","0","0","1259568","3830060.47891296","3.04077308959338"
"2009","0","0","0","0","0","5484.03136709926","305157.01629289","488704.493559408","8428.07036742407","0","122168.533104791","2761970.78143254","785911.549217683","4.41986000970824e-09","7955.43400777207","20170.0884174943","4.45752417487103e-09","0","1146276","4505949.99776711","3.9309468206323"
"2010","0","0","990.268031983986","0","0","10189.262624257","537385.892056891","671705.906468591","4.41986000970824e-09","0","274064.317675627","5985043.56346989","2345583.7658858","0","18841.5095258805","54555.8925257666","12913.1057144599","0","927054","9911273.48397915","10.6911501206825"
"2011","0","7208.44904699561","1969.86030551742","0","0","36527.8143515832","444756.270913306","1095740.23201025","4106.94961929551","0.140891994362603","532978.617593718","3901937.6373978","3275009.22786268","17.3885286720529","1227.02802571272","42412.7934605158","19641.9619270602","0","961200","9363534.3719351","9.74150475648679"
"2012","0","0","0","0","0","38198.9387353947","1977511.29768959","1278331.31161235","2657.49111651064","0","353152.036129019","4775925.40722803","1137566.3578491","0","2469.85270679388","3721.57094904698","2315.8766324566",NA,"1233900",NA,NA
"2013","0","0","0","0","0","162141.358191375","2859582.09145963","1945680.54396391","17.6783971962051",NA,"88058.609874914","467779.846009373","495626.208059176",NA,"1622.34036501266","0",NA,NA,"1113630",NA,NA
"2014","0","0","0","0",NA,"102285.982580548","2156590.21568023","2005628.24700751",NA,NA,"73755.4604429152","1280100.78152867",NA,NA,"0",NA,NA,NA,"1382466",NA,NA
"2015","0","0","0",NA,NA,"295277.557046818","11551892.3385575",NA,NA,NA,"66990.2751091346",NA,NA,NA,NA,NA,NA,NA,"2160792",NA,NA
"2016","0","0",NA,NA,NA,"29387.2070546071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1837260",NA,NA
"2017","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2600982",NA,NA
"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1608357",NA,NA
"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2340210",NA,NA
