"","dist","Age","stock","Prop","mean","Catch","ps","CatchP","c.RR","c.magma"
"366",324,"1.1","Wood",NA,0.00204460462130741,5864088,NA,0.00130868123080547,NA,NA
"376",324,"1.2","Wood",NA,0.784694914721549,5864088,NA,0.00153925753850416,NA,NA
"387",324,"1.3","Wood",NA,0.184524085071903,5864088,NA,8.80751076947467e-06,NA,NA
"397",324,"1.4","Wood",NA,0.0053945130918084,5864088,NA,0,NA,NA
"409",324,"1.5","Wood",NA,0.000865047519606177,5864088,NA,0,NA,NA
"418",324,"2.1","Wood",NA,0.00188152562075888,5864088,NA,5.81141230785324e-05,NA,NA
"427",324,"2.2","Wood",NA,0.0061684448946734,5864088,NA,0.000162062646158334,NA,NA
"443",324,"2.3","Wood",NA,0.0105888597984358,5864088,NA,0,NA,NA
"445",324,"2.4","Wood",NA,0.00295856746413796,5864088,NA,0,NA,NA
"468",324,"3.2","Wood",NA,3.88472747933097e-67,5864088,NA,0,NA,NA
"481",324,"3.3","Wood",NA,0.000879437195819374,5864088,NA,0,NA,NA
"495",325,"0.3","Alagnak",NA,2.2250738528917e-308,22793890,NA,0,NA,NA
"512",325,"1.1","Alagnak",NA,0.00274710554908174,22793890,NA,0.00175479110441242,NA,NA
"522",325,"1.2","Alagnak",NA,0.351462545490825,22793890,NA,0.00127526656450289,NA,NA
"540",325,"1.3","Alagnak",NA,0.586918597253671,22793890,NA,7.39416871215339e-06,NA,NA
"549",325,"1.4","Alagnak",NA,0.00378093281202655,22793890,NA,0,NA,NA
"560",325,"1.5","Alagnak",NA,0.00024508234715457,22793890,NA,8.31630981650985e-07,NA,NA
"568",325,"2.1","Alagnak",NA,0.0035070056248793,22793890,NA,1.28035736204924e-05,NA,NA
"576",325,"2.2","Alagnak",NA,0.0084367063337171,22793890,NA,1.5282564418205e-05,NA,NA
"593",325,"2.3","Alagnak",NA,0.0409653184015915,22793890,NA,0,NA,NA
"599",325,"2.4","Alagnak",NA,0.000766624737202463,22793890,NA,0,NA,NA
"613",325,"3.2","Alagnak",NA,2.2250738528917e-308,22793890,NA,1.57745981605694e-07,NA,NA
"624",325,"3.3","Alagnak",NA,0.00117008144985068,22793890,NA,0,NA,NA
"496",325,"0.3","Egegik",NA,2.22506659247104e-308,22793890,NA,0,NA,NA
"517",325,"1.1","Egegik",NA,0.00443540906861184,22793890,NA,0.00175479110441242,NA,NA
"525",325,"1.2","Egegik",NA,0.314414925085716,22793890,NA,0.00127526656450289,NA,NA
"532",325,"1.3","Egegik",NA,0.368114406810447,22793890,NA,7.39416871215339e-06,NA,NA
"544",325,"1.4","Egegik",NA,0.00712828246537974,22793890,NA,0,NA,NA
"559",325,"1.5","Egegik",NA,0.00224266372224296,22793890,NA,8.31630981650985e-07,NA,NA
"574",325,"2.1","Egegik",NA,0.00310141470737353,22793890,NA,1.28035736204924e-05,NA,NA
"578",325,"2.2","Egegik",NA,0.0994615391563027,22793890,NA,1.5282564418205e-05,NA,NA
"590",325,"2.3","Egegik",NA,0.191525226337167,22793890,NA,0,NA,NA
"603",325,"2.4","Egegik",NA,0.00440999259354062,22793890,NA,0,NA,NA
"612",325,"3.2","Egegik",NA,4.42819330979183e-285,22793890,NA,1.57745981605694e-07,NA,NA
"626",325,"3.3","Egegik",NA,0.00516614005321884,22793890,NA,0,NA,NA
"488",325,"0.1","Igushik",0,NA,22793890,0.0259169288,0,0,NA
"490",325,"0.2","Igushik",0,NA,22793890,0.0259169288,5.4191901844133e-07,0,NA
"497",325,"0.3","Igushik",3.19156228244239e-15,2.22507385850579e-308,22793890,0.0259169288,0,1.88540783585523e-09,1.31445709559302e-302
"505",325,"0.4","Igushik",0,NA,22793890,0.0259169288,0,0,NA
"509",325,"0.5","Igushik",0,NA,22793890,0.0259169288,4.15323926408281e-07,0,NA
"511",325,"1.1","Igushik",1.91620666462048e-15,0.00522234217088732,22793890,0.0259169288,0.00175479110441242,1.1319945346104e-09,3085.08623023743
"527",325,"1.2","Igushik",0.330272751497472,0.690930931358515,22793890,0.0259169288,0.00127526656450289,195107.843286791,408165.806189813
"537",325,"1.3","Igushik",0.667022090897901,0.260864356527824,22793890,0.0259169288,7.39416871215339e-06,394041.715490208,154104.998858587
"548",325,"1.4","Igushik",0.00234829986295488,0.0110279264557552,22793890,0.0259169288,0,1387.2525649616,6514.72135364523
"556",325,"1.5","Igushik",0,0.00200846538475452,22793890,0.0259169288,8.31630981650985e-07,0,1186.49615434178
"571",325,"2.1","Igushik",1.91620666462048e-15,0.00408522214490995,22793890,0.0259169288,1.28035736204924e-05,1.1319945346104e-09,2413.33527645534
"581",325,"2.2","Igushik",0.000356857741658671,0.0108648691255781,22793890,0.0259169288,1.5282564418205e-05,210.812863064033,6418.39562323386
"592",325,"2.3","Igushik",3.19156228244239e-15,0.00922817577312069,22793890,0.0259169288,0,1.88540783585523e-09,5451.52291371748
"606",325,"2.4","Igushik",0,0.00141507618849875,22793890,0.0259169288,0,0,835.952896424749
"611",325,"3.1","Igushik",0,NA,22793890,0.0259169288,0,0,NA
"622",325,"3.2","Igushik",0,2.22507385850579e-308,22793890,0.0259169288,1.57745981605694e-07,0,1.31445709559302e-302
"627",325,"3.3","Igushik",3.19156228244239e-15,0.00435263487015623,22793890,0.0259169288,0,1.88540783585523e-09,2571.30870857677
"636",325,"3.4","Igushik",0,NA,22793890,0.0259169288,0.996932515404426,0,NA
"500",325,"0.3","Kuskokwim",NA,1.30082990805146e-20,22793890,NA,0,NA,NA
"520",325,"1.1","Kuskokwim",NA,0.0659853434676112,22793890,NA,0.00175479110441242,NA,NA
"531",325,"1.2","Kuskokwim",NA,0.253634721795579,22793890,NA,0.00127526656450289,NA,NA
"536",325,"1.3","Kuskokwim",NA,0.307911756973896,22793890,NA,7.39416871215339e-06,NA,NA
"550",325,"1.4","Kuskokwim",NA,0.0683651372951171,22793890,NA,0,NA,NA
"564",325,"1.5","Kuskokwim",NA,0.0334157650302631,22793890,NA,8.31630981650985e-07,NA,NA
"570",325,"2.1","Kuskokwim",NA,0.0608359752173963,22793890,NA,1.28035736204924e-05,NA,NA
"577",325,"2.2","Kuskokwim",NA,0.0618194988203074,22793890,NA,1.5282564418205e-05,NA,NA
"597",325,"2.3","Kuskokwim",NA,0.0656945109654776,22793890,NA,0,NA,NA
"605",325,"2.4","Kuskokwim",NA,0.0440113789870354,22793890,NA,0,NA,NA
"621",325,"3.2","Kuskokwim",NA,2.22507386619215e-308,22793890,NA,1.57745981605694e-07,NA,NA
"633",325,"3.3","Kuskokwim",NA,0.0383259114473165,22793890,NA,0,NA,NA
"501",325,"0.3","Kvichak",NA,2.22507385698614e-308,22793890,NA,0,NA,NA
"518",325,"1.1","Kvichak",NA,0.0168158202280649,22793890,NA,0.00175479110441242,NA,NA
"523",325,"1.2","Kvichak",NA,0.477611580263845,22793890,NA,0.00127526656450289,NA,NA
"539",325,"1.3","Kvichak",NA,0.362835082956926,22793890,NA,7.39416871215339e-06,NA,NA
"545",325,"1.4","Kvichak",NA,0.0208605965339244,22793890,NA,0,NA,NA
"557",325,"1.5","Kvichak",NA,0.0121641352712458,22793890,NA,8.31630981650985e-07,NA,NA
"573",325,"2.1","Kvichak",NA,0.0175772010784737,22793890,NA,1.28035736204924e-05,NA,NA
"583",325,"2.2","Kvichak",NA,0.0287770297464683,22793890,NA,1.5282564418205e-05,NA,NA
"591",325,"2.3","Kvichak",NA,0.0450882259781627,22793890,NA,0,NA,NA
"607",325,"2.4","Kvichak",NA,0.010140277380476,22793890,NA,0,NA,NA
"615",325,"3.2","Kvichak",NA,4.12037776160295e-96,22793890,NA,1.57745981605694e-07,NA,NA
"625",325,"3.3","Kvichak",NA,0.0081300505624135,22793890,NA,0,NA,NA
"499",325,"0.3","Naknek",NA,4.01892195582878e-185,22793890,NA,0,NA,NA
"510",325,"1.1","Naknek",NA,0.0110703473684952,22793890,NA,0.00175479110441242,NA,NA
"530",325,"1.2","Naknek",NA,0.331605930054127,22793890,NA,0.00127526656450289,NA,NA
"541",325,"1.3","Naknek",NA,0.514652090381879,22793890,NA,7.39416871215339e-06,NA,NA
"546",325,"1.4","Naknek",NA,0.0169273170947946,22793890,NA,0,NA,NA
"558",325,"1.5","Naknek",NA,0.00645369810577515,22793890,NA,8.31630981650985e-07,NA,NA
"566",325,"2.1","Naknek",NA,0.00898632767598689,22793890,NA,1.28035736204924e-05,NA,NA
"584",325,"2.2","Naknek",NA,0.0326036287882032,22793890,NA,1.5282564418205e-05,NA,NA
"587",325,"2.3","Naknek",NA,0.0652824335590936,22793890,NA,0,NA,NA
"598",325,"2.4","Naknek",NA,0.00676745864225884,22793890,NA,0,NA,NA
"616",325,"3.2","Naknek",NA,5.94881973339351e-60,22793890,NA,1.57745981605694e-07,NA,NA
"631",325,"3.3","Naknek",NA,0.00565076832938623,22793890,NA,0,NA,NA
"503",325,"0.3","North Peninsula",NA,9.70880814885968e-105,22793890,NA,0,NA,NA
"513",325,"1.1","North Peninsula",NA,0.100445225937211,22793890,NA,0.00175479110441242,NA,NA
"524",325,"1.2","North Peninsula",NA,0.170790996345366,22793890,NA,0.00127526656450289,NA,NA
"534",325,"1.3","North Peninsula",NA,0.148594155807758,22793890,NA,7.39416871215339e-06,NA,NA
"543",325,"1.4","North Peninsula",NA,0.0880025877497489,22793890,NA,0,NA,NA
"554",325,"1.5","North Peninsula",NA,0.0565753370666496,22793890,NA,8.31630981650985e-07,NA,NA
"572",325,"2.1","North Peninsula",NA,0.0962438486332269,22793890,NA,1.28035736204924e-05,NA,NA
"582",325,"2.2","North Peninsula",NA,0.113829408252052,22793890,NA,1.5282564418205e-05,NA,NA
"596",325,"2.3","North Peninsula",NA,0.0980358495251515,22793890,NA,0,NA,NA
"601",325,"2.4","North Peninsula",NA,0.0623021048875707,22793890,NA,0,NA,NA
"620",325,"3.2","North Peninsula",NA,3.90502128663002e-72,22793890,NA,1.57745981605694e-07,NA,NA
"623",325,"3.3","North Peninsula",NA,0.0651804857952654,22793890,NA,0,NA,NA
"489",325,"0.1","Nushagak",0,NA,22793890,0.3569141996,0,0,NA
"492",325,"0.2","Nushagak",0,NA,22793890,0.3569141996,5.4191901844133e-07,0,NA
"502",325,"0.3","Nushagak",5.88598997810508e-16,3.69792445377369e-219,22793890,0.3569141996,0,4.78852537153835e-09,3.00843275894061e-212
"504",325,"0.4","Nushagak",0,NA,22793890,0.3569141996,0,0,NA
"508",325,"0.5","Nushagak",0,NA,22793890,0.3569141996,4.15323926408281e-07,0,NA
"515",325,"1.1","Nushagak",0.000836926182330394,0.000202424034748252,22793890,0.3569141996,0.00175479110441242,6808.78199436561,1646.81324604162
"529",325,"1.2","Nushagak",0.0891033172163479,0.483280325182128,22793890,0.3569141996,0.00127526656450289,724896.740847109,3931709.20662178
"533",325,"1.3","Nushagak",0.891930492711382,0.501078182363693,22793890,0.3569141996,7.39416871215339e-06,7256267.52659229,4076503.01529282
"551",325,"1.4","Nushagak",0.00655137253004201,0.00294848251666835,22793890,0.3569141996,0,53298.4488509191,23987.2704355998
"563",325,"1.5","Nushagak",0,3.08927603337672e-05,22793890,0.3569141996,8.31630981650985e-07,0,251.326908821416
"565",325,"2.1","Nushagak",2.98109723445321e-16,0.000112605666993196,22793890,0.3569141996,1.28035736204924e-05,2.42526062655609e-09,916.099237990059
"579",325,"2.2","Nushagak",0.00110648618618233,0.00611675678787607,22793890,0.3569141996,1.5282564418205e-05,9001.77743336312,49762.6485590851
"589",325,"2.3","Nushagak",0.0104714051737144,0.00616495363242883,22793890,0.3569141996,0,85189.7294023801,50154.7522049076
"602",325,"2.4","Nushagak",0,3.13724796052788e-05,22793890,0.3569141996,0,0,255.229647207641
"610",325,"3.1","Nushagak",0,NA,22793890,0.3569141996,0,0,NA
"614",325,"3.2","Nushagak",0,1.2707813105106e-99,22793890,0.3569141996,1.57745981605694e-07,0,1.03383943392575e-92
"628",325,"3.3","Nushagak",5.88598997810508e-16,3.40045755252365e-05,22793890,0.3569141996,0,4.78852537153835e-09,276.642966190385
"635",325,"3.4","Nushagak",0,NA,22793890,0.3569141996,0.996932515404426,0,NA
"493",325,"0.3","Togiak",NA,1.03320078492227e-19,22793890,NA,0,NA,NA
"516",325,"1.1","Togiak",NA,0.00687336498689115,22793890,NA,0.00175479110441242,NA,NA
"526",325,"1.2","Togiak",NA,0.420117231278985,22793890,NA,0.00127526656450289,NA,NA
"535",325,"1.3","Togiak",NA,0.521684332594032,22793890,NA,7.39416871215339e-06,NA,NA
"553",325,"1.4","Togiak",NA,0.0130896495821232,22793890,NA,0,NA,NA
"562",325,"1.5","Togiak",NA,0.00332417805349636,22793890,NA,8.31630981650985e-07,NA,NA
"569",325,"2.1","Togiak",NA,0.00513176431725258,22793890,NA,1.28035736204924e-05,NA,NA
"580",325,"2.2","Togiak",NA,0.0112690885138032,22793890,NA,1.5282564418205e-05,NA,NA
"588",325,"2.3","Togiak",NA,0.0128236395325791,22793890,NA,0,NA,NA
"604",325,"2.4","Togiak",NA,0.00348776401969361,22793890,NA,0,NA,NA
"617",325,"3.2","Togiak",NA,2.56545152904536e-179,22793890,NA,1.57745981605694e-07,NA,NA
"629",325,"3.3","Togiak",NA,0.00219898712114392,22793890,NA,0,NA,NA
"498",325,"0.3","Ugashik",NA,2.22507385886657e-308,22793890,NA,0,NA,NA
"514",325,"1.1","Ugashik",NA,0.0203664061778277,22793890,NA,0.00175479110441242,NA,NA
"528",325,"1.2","Ugashik",NA,0.482919170701693,22793890,NA,0.00127526656450289,NA,NA
"538",325,"1.3","Ugashik",NA,0.352055953945488,22793890,NA,7.39416871215339e-06,NA,NA
"547",325,"1.4","Ugashik",NA,0.0192607010822993,22793890,NA,0,NA,NA
"561",325,"1.5","Ugashik",NA,0.00669688446740255,22793890,NA,8.31630981650985e-07,NA,NA
"575",325,"2.1","Ugashik",NA,0.00928110504113964,22793890,NA,1.28035736204924e-05,NA,NA
"585",325,"2.2","Ugashik",NA,0.0356846179276754,22793890,NA,1.5282564418205e-05,NA,NA
"594",325,"2.3","Ugashik",NA,0.0566903562170157,22793890,NA,0,NA,NA
"600",325,"2.4","Ugashik",NA,0.00923072343589288,22793890,NA,0,NA,NA
"618",325,"3.2","Ugashik",NA,3.83556163421122e-111,22793890,NA,1.57745981605694e-07,NA,NA
"630",325,"3.3","Ugashik",NA,0.00781408100356526,22793890,NA,0,NA,NA
"487",325,"0.1","Wood",0,NA,22793890,0.6171688716,0,0,NA
"491",325,"0.2","Wood",0,NA,22793890,0.6171688716,5.4191901844133e-07,0,NA
"494",325,"0.3","Wood",0.00018738232661121,2.985123235982e-86,22793890,0.6171688716,0,2636.03449049752,4.19937565657452e-79
"506",325,"0.4","Wood",0,NA,22793890,0.6171688716,0,0,NA
"507",325,"0.5","Wood",0,NA,22793890,0.6171688716,4.15323926408281e-07,0,NA
"519",325,"1.1","Wood",1.58505643009418e-16,0.000245688337175933,22793890,0.6171688716,0.00175479110441242,2.2298065642991e-09,3456.2647525052
"521",325,"1.2","Wood",0.867443115493038,0.703672020020435,22793890,0.6171688716,0.00127526656450289,12202911.6210551,9899032.35976234
"542",325,"1.3","Wood",0.129821101799005,0.28578323603688,22793890,0.6171688716,7.39416871215339e-06,1826281.6356561,4020306.93408063
"552",325,"1.4","Wood",3.64081929800946e-16,0.00244563260571508,22793890,0.6171688716,0,5.12178785309614e-09,34404.3753556671
"555",325,"1.5","Wood",0,2.71842641818286e-05,22793890,0.6171688716,8.31630981650985e-07,0,382.419512437677
"567",325,"2.1","Wood",0.000154079319921237,0.00013096418060914,22793890,0.6171688716,1.28035736204924e-05,2167.53847030354,1842.3621018525
"586",325,"2.2","Wood",0.00233977629640401,0.0046533454098768,22793890,0.6171688716,1.5282564418205e-05,32915.222736916,65461.7712271469
"595",325,"2.3","Wood",1.84778733370385e-15,0.00298725329228786,22793890,0.6171688716,0,2.59940797557393e-08,42023.7215148975
"608",325,"2.4","Wood",0,2.39314979356536e-05,22793890,0.6171688716,0,0,336.660639818734
"609",325,"3.1","Wood",0,NA,22793890,0.6171688716,0,0,NA
"619",325,"3.2","Wood",0,5.32663452901034e-47,22793890,0.6171688716,1.57745981605694e-07,0,7.49333866788814e-40
"632",325,"3.3","Wood",5.45447650177356e-05,3.07443549026363e-05,22793890,0.6171688716,0,767.318265618288,432.501727228512
"634",325,"3.4","Wood",0,NA,22793890,0.6171688716,0.996932515404426,0,NA
"639",326,"0.3","Alagnak",NA,2.07941742009532e-308,NA,NA,NA,NA,NA
"650",326,"1.1","Alagnak",NA,0.0045343856550589,NA,NA,NA,NA,NA
"661",326,"1.2","Alagnak",NA,0.376727630755732,NA,NA,NA,NA,NA
"672",326,"1.3","Alagnak",NA,0.538315926738461,NA,NA,NA,NA,NA
"683",326,"1.4","Alagnak",NA,0.00586292928467294,NA,NA,NA,NA,NA
"694",326,"1.5","Alagnak",NA,0.00429978005979968,NA,NA,NA,NA,NA
"706",326,"2.1","Alagnak",NA,0.00248302377668643,NA,NA,NA,NA,NA
"717",326,"2.2","Alagnak",NA,0.0140165451594617,NA,NA,NA,NA,NA
"728",326,"2.3","Alagnak",NA,0.0462530075311379,NA,NA,NA,NA,NA
"740",326,"2.4","Alagnak",NA,0.00296195263343129,NA,NA,NA,NA,NA
"750",326,"3.2","Alagnak",NA,2.07941742009532e-308,NA,NA,NA,NA,NA
"761",326,"3.3","Alagnak",NA,0.00454481840555879,NA,NA,NA,NA,NA
"640",326,"0.3","Egegik",NA,2.08754355906617e-308,NA,NA,NA,NA,NA
"651",326,"1.1","Egegik",NA,0.00389079669252916,NA,NA,NA,NA,NA
"662",326,"1.2","Egegik",NA,0.282551852035611,NA,NA,NA,NA,NA
"673",326,"1.3","Egegik",NA,0.352908215100271,NA,NA,NA,NA,NA
"684",326,"1.4","Egegik",NA,0.0109144440186618,NA,NA,NA,NA,NA
"695",326,"1.5","Egegik",NA,0.00516270536472462,NA,NA,NA,NA,NA
"707",326,"2.1","Egegik",NA,0.00595046709525689,NA,NA,NA,NA,NA
"718",326,"2.2","Egegik",NA,0.111079829817539,NA,NA,NA,NA,NA
"729",326,"2.3","Egegik",NA,0.209248290784795,NA,NA,NA,NA,NA
"741",326,"2.4","Egegik",NA,0.0109312419354312,NA,NA,NA,NA,NA
"751",326,"3.2","Egegik",NA,1.49152322869143e-284,NA,NA,NA,NA,NA
"762",326,"3.3","Egegik",NA,0.00736215715518031,NA,NA,NA,NA,NA
"641",326,"0.3","Igushik",NA,2.09130320978163e-308,NA,NA,NA,NA,NA
"652",326,"1.1","Igushik",NA,0.0368742421660676,NA,NA,NA,NA,NA
"663",326,"1.2","Igushik",NA,0.387304392800348,NA,NA,NA,NA,NA
"674",326,"1.3","Igushik",NA,0.271601384602659,NA,NA,NA,NA,NA
"685",326,"1.4","Igushik",NA,0.049722881249632,NA,NA,NA,NA,NA
"696",326,"1.5","Igushik",NA,0.034115718561473,NA,NA,NA,NA,NA
"708",326,"2.1","Igushik",NA,0.0345048678431603,NA,NA,NA,NA,NA
"719",326,"2.2","Igushik",NA,0.0471841429358874,NA,NA,NA,NA,NA
"730",326,"2.3","Igushik",NA,0.0571740963718174,NA,NA,NA,NA,NA
"742",326,"2.4","Igushik",NA,0.0415287650861081,NA,NA,NA,NA,NA
"752",326,"3.2","Igushik",NA,2.09130320978163e-308,NA,NA,NA,NA,NA
"763",326,"3.3","Igushik",NA,0.0399895083828471,NA,NA,NA,NA,NA
"642",326,"0.3","Kuskokwim",NA,2.49621802926436e-156,NA,NA,NA,NA,NA
"653",326,"1.1","Kuskokwim",NA,5.76544050443702e-05,NA,NA,NA,NA,NA
"664",326,"1.2","Kuskokwim",NA,0.303978078886055,NA,NA,NA,NA,NA
"675",326,"1.3","Kuskokwim",NA,0.67275003446722,NA,NA,NA,NA,NA
"686",326,"1.4","Kuskokwim",NA,0.00460162688042495,NA,NA,NA,NA,NA
"697",326,"1.5","Kuskokwim",NA,5.14811841837653e-05,NA,NA,NA,NA,NA
"709",326,"2.1","Kuskokwim",NA,6.35441401375398e-05,NA,NA,NA,NA,NA
"720",326,"2.2","Kuskokwim",NA,0.00315782660884766,NA,NA,NA,NA,NA
"731",326,"2.3","Kuskokwim",NA,0.0152141081218969,NA,NA,NA,NA,NA
"743",326,"2.4","Kuskokwim",NA,5.9087023235055e-05,NA,NA,NA,NA,NA
"753",326,"3.2","Kuskokwim",NA,2.2250738585072e-308,NA,NA,NA,NA,NA
"764",326,"3.3","Kuskokwim",NA,6.65582829552041e-05,NA,NA,NA,NA,NA
"643",326,"0.3","Kvichak",NA,2.08913859297363e-308,NA,NA,NA,NA,NA
"654",326,"1.1","Kvichak",NA,0.0426072332904301,NA,NA,NA,NA,NA
"665",326,"1.2","Kvichak",NA,0.328468613920419,NA,NA,NA,NA,NA
"676",326,"1.3","Kvichak",NA,0.281404574227112,NA,NA,NA,NA,NA
"687",326,"1.4","Kvichak",NA,0.0526168866007349,NA,NA,NA,NA,NA
"698",326,"1.5","Kvichak",NA,0.0374859435960391,NA,NA,NA,NA,NA
"710",326,"2.1","Kvichak",NA,0.0383068522897161,NA,NA,NA,NA,NA
"721",326,"2.2","Kvichak",NA,0.0714834574957276,NA,NA,NA,NA,NA
"732",326,"2.3","Kvichak",NA,0.0705440314317199,NA,NA,NA,NA,NA
"744",326,"2.4","Kvichak",NA,0.0363368311079576,NA,NA,NA,NA,NA
"754",326,"3.2","Kvichak",NA,3.12648722871712e-116,NA,NA,NA,NA,NA
"765",326,"3.3","Kvichak",NA,0.0407455760401439,NA,NA,NA,NA,NA
"644",326,"0.3","Naknek",NA,2.82787270329437e-224,NA,NA,NA,NA,NA
"655",326,"1.1","Naknek",NA,0.0206875651016583,NA,NA,NA,NA,NA
"666",326,"1.2","Naknek",NA,0.324497875201945,NA,NA,NA,NA,NA
"677",326,"1.3","Naknek",NA,0.449395387380066,NA,NA,NA,NA,NA
"688",326,"1.4","Naknek",NA,0.0244185877685245,NA,NA,NA,NA,NA
"699",326,"1.5","Naknek",NA,0.0143391623304427,NA,NA,NA,NA,NA
"711",326,"2.1","Naknek",NA,0.0124132576268641,NA,NA,NA,NA,NA
"722",326,"2.2","Naknek",NA,0.0479094163948694,NA,NA,NA,NA,NA
"733",326,"2.3","Naknek",NA,0.0695625357833076,NA,NA,NA,NA,NA
"745",326,"2.4","Naknek",NA,0.0191159606493967,NA,NA,NA,NA,NA
"755",326,"3.2","Naknek",NA,4.52301573834877e-58,NA,NA,NA,NA,NA
"766",326,"3.3","Naknek",NA,0.0176602517629257,NA,NA,NA,NA,NA
"645",326,"0.3","North Peninsula",NA,7.90888117187571e-111,NA,NA,NA,NA,NA
"656",326,"1.1","North Peninsula",NA,0.0902519813096957,NA,NA,NA,NA,NA
"667",326,"1.2","North Peninsula",NA,0.119235986578541,NA,NA,NA,NA,NA
"678",326,"1.3","North Peninsula",NA,0.13900216857472,NA,NA,NA,NA,NA
"689",326,"1.4","North Peninsula",NA,0.0983912774275658,NA,NA,NA,NA,NA
"700",326,"1.5","North Peninsula",NA,0.0804521968836699,NA,NA,NA,NA,NA
"712",326,"2.1","North Peninsula",NA,0.0951611557044964,NA,NA,NA,NA,NA
"723",326,"2.2","North Peninsula",NA,0.111810378029795,NA,NA,NA,NA,NA
"734",326,"2.3","North Peninsula",NA,0.103136457238753,NA,NA,NA,NA,NA
"746",326,"2.4","North Peninsula",NA,0.0874674776438353,NA,NA,NA,NA,NA
"756",326,"3.2","North Peninsula",NA,2.80633085532464e-98,NA,NA,NA,NA,NA
"767",326,"3.3","North Peninsula",NA,0.0750909206089277,NA,NA,NA,NA,NA
"646",326,"0.3","Nushagak",NA,5.38609470987405e-203,NA,NA,NA,NA,NA
"657",326,"1.1","Nushagak",NA,0.031398304030139,NA,NA,NA,NA,NA
"668",326,"1.2","Nushagak",NA,0.403715174658353,NA,NA,NA,NA,NA
"679",326,"1.3","Nushagak",NA,0.3345014120774,NA,NA,NA,NA,NA
"690",326,"1.4","Nushagak",NA,0.0519647931317751,NA,NA,NA,NA,NA
"701",326,"1.5","Nushagak",NA,0.0182830720490702,NA,NA,NA,NA,NA
"703",326,"2.1","Nushagak",NA,0.0281863922960848,NA,NA,NA,NA,NA
"714",326,"2.2","Nushagak",NA,0.0373750260222497,NA,NA,NA,NA,NA
"725",326,"2.3","Nushagak",NA,0.0381935709820552,NA,NA,NA,NA,NA
"736",326,"2.4","Nushagak",NA,0.0313888043744655,NA,NA,NA,NA,NA
"747",326,"3.2","Nushagak",NA,1.84192605762723e-158,NA,NA,NA,NA,NA
"758",326,"3.3","Nushagak",NA,0.0249934503784068,NA,NA,NA,NA,NA
"637",326,"0.3","Togiak",NA,2.53912943555849e-36,NA,NA,NA,NA,NA
"648",326,"1.1","Togiak",NA,5.62391731922366e-05,NA,NA,NA,NA,NA
"659",326,"1.2","Togiak",NA,0.359349713100898,NA,NA,NA,NA,NA
"670",326,"1.3","Togiak",NA,0.624489195257003,NA,NA,NA,NA,NA
"681",326,"1.4","Togiak",NA,0.00764155332247396,NA,NA,NA,NA,NA
"692",326,"1.5","Togiak",NA,5.38442409591395e-05,NA,NA,NA,NA,NA
"704",326,"2.1","Togiak",NA,7.06921846077256e-05,NA,NA,NA,NA,NA
"715",326,"2.2","Togiak",NA,0.00316946970177664,NA,NA,NA,NA,NA
"726",326,"2.3","Togiak",NA,0.00506487186115503,NA,NA,NA,NA,NA
"737",326,"2.4","Togiak",NA,5.61407585938704e-05,NA,NA,NA,NA,NA
"748",326,"3.2","Togiak",NA,9.41862139706647e-153,NA,NA,NA,NA,NA
"759",326,"3.3","Togiak",NA,4.82803993405455e-05,NA,NA,NA,NA,NA
"638",326,"0.3","Ugashik",NA,2.11603818767132e-308,NA,NA,NA,NA,NA
"649",326,"1.1","Ugashik",NA,0.0246061381539224,NA,NA,NA,NA,NA
"660",326,"1.2","Ugashik",NA,0.390397870498655,NA,NA,NA,NA,NA
"671",326,"1.3","Ugashik",NA,0.287996009743532,NA,NA,NA,NA,NA
"682",326,"1.4","Ugashik",NA,0.0368194267701281,NA,NA,NA,NA,NA
"693",326,"1.5","Ugashik",NA,0.0320458374404699,NA,NA,NA,NA,NA
"705",326,"2.1","Ugashik",NA,0.0368378297191706,NA,NA,NA,NA,NA
"716",326,"2.2","Ugashik",NA,0.0562593758628619,NA,NA,NA,NA,NA
"727",326,"2.3","Ugashik",NA,0.0673968507195619,NA,NA,NA,NA,NA
"738",326,"2.4","Ugashik",NA,0.0337647934128485,NA,NA,NA,NA,NA
"749",326,"3.2","Ugashik",NA,3.46928719775811e-111,NA,NA,NA,NA,NA
"760",326,"3.3","Ugashik",NA,0.0338758676788492,NA,NA,NA,NA,NA
"647",326,"0.3","Wood",NA,1.12281101766107e-198,NA,NA,NA,NA,NA
"658",326,"1.1","Wood",NA,0.00118427831083723,NA,NA,NA,NA,NA
"669",326,"1.2","Wood",NA,0.612365045806846,NA,NA,NA,NA,NA
"680",326,"1.3","Wood",NA,0.360329788095162,NA,NA,NA,NA,NA
"691",326,"1.4","Wood",NA,0.00626518770210241,NA,NA,NA,NA,NA
"702",326,"1.5","Wood",NA,0.000515515244818107,NA,NA,NA,NA,NA
"713",326,"2.1","Wood",NA,0.00103056230982179,NA,NA,NA,NA,NA
"724",326,"2.2","Wood",NA,0.010708303795693,NA,NA,NA,NA,NA
"735",326,"2.3","Wood",NA,0.00615160195145147,NA,NA,NA,NA,NA
"739",326,"2.4","Wood",NA,0.000732035033949761,NA,NA,NA,NA,NA
"757",326,"3.2","Wood",NA,8.41819233623e-50,NA,NA,NA,NA,NA
"768",326,"3.3","Wood",NA,0.000717681749318325,NA,NA,NA,NA,NA
